Date	Time	Open	High	Low	Close	CL	BL	LS	FS1	FS2	RSI_Buy	RSI_Sell	Chaikin	%K	%D	OBV	signal	HOBV	HOBV_signal	MFI	ADX	plus	minus	
2023/12/13	00:02:47	16461.75	16461.75	16455.5	16455.5	16465.25	16462.5	 	16442.94	16433.63	0	1	-180.79	35.37	53.49	32918	33543.03	50369	51359.64	30.84	30.59	15.66	33.9	
2023/12/13	00:02:58	16455.5	16460	16454.5	16457	16464.75	16464	 	16443.31	16434	0	1	-234.09	27.44	43.07	33389	33539.72	49898	51242.32	16.67	35.9	13.72	31.96	
2023/12/13	00:03:11	16457	16462.25	16456	16462.25	16464.75	16464	 	16445.19	16435.88	1	0	-182.7	22.56	34.86	33797	33512.31	50306	51060.04	14.34	34.83	16.83	27.51	
2023/12/13	00:03:31	16462.25	16462.5	16457.75	16461	16464.75	16464	 	16447.31	16436.25	0	1	-120.3	21.65	29.58	33411	33485.78	50692	50844.16	27.61	33.38	15.57	24.51	
2023/12/13	00:03:49	16460.75	16467	16459.75	16466	16464.75	16464.13	 	16447.31	16436.25	0	1	-28.01	34.45	31.53	33833	33460.97	51114	50656.88	42.47	29.88	23.05	20.57	
2023/12/13	00:04:05	16466.5	16469.25	16465	16468.25	16463	16464.75	 	16448.63	16439.63	1	0	60.63	48.17	38.18	34239	33458.44	51520	50565.92	56.62	30.04	25.98	18.55	
2023/12/13	00:04:20	16468.75	16470.5	16466.5	16468.5	16462.5	16464.75	 	16450.44	16441.75	1	0	106.51	55.79	45.23	34671	33523.22	51952	50640.4	70.23	31.67	26.49	16.76	
2023/12/13	00:04:37	16468.25	16471.25	16467.5	16469.5	16462.88	16464.75	 	16451.81	16443.13	1	0	130.62	66.16	53.6	35079	33654	52360	50846.6	83.95	33.91	25.88	15.18	
2023/12/13	00:04:56	16469.25	16469.25	16463	16468	16462.88	16464.75	 	16451.81	16443.13	1	0	176.35	68.6	59.6	34683	33807.28	51964	51121.64	86.14	28.87	21.77	23.76	
2023/12/13	00:05:08	16467.75	16468.5	16464.25	16467	16462.88	16464.75	 	16453.19	16443.88	1	0	211.47	67.07	62.59	34285	33981.36	51566	51400.96	72.12	24.85	19.44	21.22	
2023/12/13	00:05:32	16466.75	16472	16466.5	16471.25	16464	16464.75	 	16453.44	16444.13	1	0	274.87	73.1	66.79	34744	34176.78	52025	51654.44	72.82	24.76	25.53	18.3	
2023/12/13	00:05:49	16470.75	16472.5	16468.25	16469	16465.13	16464.75	 	16453.44	16444.13	1	0	253.74	74.84	70.01	34363	34350.06	52406	51843.92	68.23	25.48	24.02	16.3	
2023/12/13	00:06:09	16468.75	16472	16466.25	16471.5	16466.13	16464.75	 	16453.69	16444.13	1	0	288.48	82.09	74.84	34803	34478.31	51966	51935.48	62.07	20.78	20.52	18.99	
2023/12/13	00:06:37	16471.25	16476	16470.75	16476	16469.5	16465.25	 	16455.38	16445.88	1	0	363.08	93	82.11	35231	34563.83	52394	51993.36	62	23.67	27.93	16.46	
2023/12/13	00:06:54	16476.25	16480	16476.25	16478	16471.5	16467.25	 	16457.06	16445.88	1	0	378.41	92.17	86.13	35767	34654.86	52930	52087.72	64.2	29.84	35.49	14.74	
2023/12/13	00:06:59	16477.5	16479.25	16475.25	16476.5	16471.5	16467.25	 	16457.38	16445.88	1	0	343.39	92.7	88.76	35407	34752.78	52570	52183.68	65.25	32.14	31.66	15.85	
2023/12/13	00:07:08	16476.75	16479.75	16476.25	16477.5	16471.5	16467.25	 	16457.63	16445.88	1	0	285.49	91.42	89.82	35814	34855.11	52977	52284.32	83.56	34.58	29.95	14.29	
2023/12/13	00:07:24	16477.5	16478	16474.25	16474.25	16472.13	16467.25	 	16458	16446.25	1	0	166.62	85.05	87.92	35389	34982.5	52552	52424.16	63.59	30.71	26.71	18.52	
2023/12/13	00:07:39	16474.25	16477.5	16473.25	16475	16473.13	16467.25	 	16458	16446.25	1	0	80.18	79.94	84.73	35768	35133.03	52173	52537.96	54.08	25.03	23.4	19.14	
2023/12/13	00:07:56	16475.25	16476.5	16471.25	16472.25	16473.13	16467.25	 	16458.13	16446.25	1	0	-15.84	72.55	79.85	35346	35282.53	51751	52550.04	46.37	24.03	19.88	21.99	
2023/12/13	00:08:11	16472.25	16475.75	16469.75	16472.25	16473.13	16467.25	 	16462.75	16448.75	1	0	-80.3	63.16	73.18	35346	35390.22	51319	52490.28	31.85	25.96	16.59	22.48	
2023/12/13	00:08:22	16472.25	16474.5	16470.25	16474.25	16474.88	16467.25	 	16462.88	16448.88	1	0	-59	61.4	68.46	35704	35475	51677	52355.68	27.49	27.49	14.62	19.81	
2023/12/13	00:08:45	16474.5	16476.75	16471	16476.75	16474.88	16467.25	 	16463.56	16448.88	1	0	18.77	63.3	66.4	36080	35537.44	52053	52177.68	40.77	22.88	18.46	16.7	
2023/12/13	00:09:15	16476.75	16479.75	16476.5	16478	16474.75	16467.25	 	16464	16448.88	1	0	55.67	70.47	68.03	36491	35602	52464	52020.16	40.85	25.35	25.31	15.15	
2023/12/13	00:09:30	16478	16478.5	16474.75	16476.5	16474.75	16467.25	 	16465.25	16448.88	1	0	68	75.93	71.19	36034	35647.14	52007	51920.04	40.39	22.18	22.53	18.62	
2023/12/13	00:09:54	16476.25	16476.5	16471.25	16472	16474.75	16467.25	 	16463.88	16448.88	0	1	24.4	70.61	70.96	35642	35697.31	51615	51881.8	40.21	22.9	19.13	25.86	
2023/12/13	00:10:06	16472	16473.5	16470.25	16471.25	16474.75	16467.25	 	16464.38	16448.88	0	1	-30.92	56.8	65.29	35178	35754.5	51151	51874.52	39.62	25.01	17.27	26.34	
2023/12/13	00:10:20	16471	16472.25	16465.5	16466.25	16472.63	16468	 	16464.38	16448.88	0	1	-108.93	34.93	53.15	34800	35778.33	50773	51836	40.38	31.75	14.01	34.66	
2023/12/13	00:10:34	16466.25	16469.75	16465.75	16469	16472.63	16468.88	 	16464.38	16448.88	0	1	-104.66	21.8	40.61	35199	35770.31	50374	51702.24	41.23	37.15	12.4	30.69	
2023/12/13	00:10:49	16469	16469.25	16464	16464.75	16471.88	16469.88	 	16464.44	16448.88	0	1	-145.64	11.87	29.11	34786	35684.31	49961	51476.4	27.8	42.95	10.57	31.08	
2023/12/13	00:11:03	16465	16469.5	16464.75	16468.75	16471.88	16471.5	 	16463.88	16448.88	0	1	-107.63	16.18	23.94	35248	35569.08	50423	51191.04	29.03	46.55	9.86	26.93	
2023/12/13	00:11:19	16468.75	16475	16468.75	16474.5	16471.88	16471.5	 	16463.63	16448.88	1	0	-26.77	31.71	27.05	35632	35445.36	50807	50912.96	43.05	39.88	23.04	22.39	
2023/12/13	00:11:35	16474.5	16475	16469.5	16470	16471.25	16471.5	 	16463.81	16448.88	0	1	-33.28	34.92	30.2	35244	35328.14	51195	50702.96	43.11	34.54	19.67	19.12	
2023/12/13	00:11:53	16470.5	16473.25	16463.5	16464	16470	16471.5	 	16463.81	16448.88	0	1	-89.63	34.25	31.82	34879	35238.22	50830	50594.8	44.64	34.95	15.14	28.88	
2023/12/13	00:12:16	16464	16467.75	16464	16466	16469.25	16471.75	 	16463.81	16448.88	0	1	-111.41	30.47	31.28	35289	35175.28	50420	50586.84	44.14	35.28	13.74	26.2	
2023/12/13	00:12:36	16466	16466	16459.75	16459.75	16467.38	16469.88	 	16464.38	16448.88	0	1	-191.15	13.19	24.04	34846	35161.36	49977	50608.72	29.53	39.7	11.66	32.53	
2023/12/13	00:12:47	16460	16462.75	16458.5	16461.5	16466.75	16469.25	 	16464.94	16448.88	0	1	-196.56	8.14	17.68	35258	35169.56	49565	50594.68	29.55	44.14	10.42	32.2	
2023/12/13	00:12:57	16461.75	16464.5	16461	16463.5	16466.75	16469.25	 	16465.44	16448.88	0	1	-160.42	13.55	16.03	35653	35178.61	49960	50514.36	27.85	42.58	14.05	29.25	
2023/12/13	00:13:11	16463.75	16465.5	16460	16461.25	16466.75	16469.25	 	16467.38	16449.75	0	1	-167.35	13.56	15.04	35258	35186.22	49565	50365.2	14.07	41.33	12.05	25.08	
2023/12/13	00:13:34	16461.5	16465	16459.75	16463.75	16466.75	16469.25	 	16469.38	16454.13	0	1	-126.28	21.12	17.47	35666	35213.5	49157	50147.16	28.39	40.76	10.41	22.33	
2023/12/13	00:14:01	16463.75	16467	16463.5	16464.5	16466.75	16469.13	 	16469.38	16457.88	0	1	-123.95	26.76	21.19	36051	35259.44	49542	49929.56	41.71	33.26	14.83	20.22	
2023/12/13	00:14:22	16464.5	16469	16462.5	16464.5	16465.88	16469.13	 	16469.38	16458.5	0	1	-141.92	29.63	24.57	36051	35337.19	49950	49777.04	56.08	30.94	17.51	16.82	
2023/12/13	00:14:40	16464.75	16465	16461.25	16463.25	16463.75	16469.13	 	16469.69	16459	0	1	-139.32	33.33	28.07	35628	35424.94	49527	49656.6	56.48	25.22	15.75	18.48	
2023/12/13	00:15:04	16463.25	16468.25	16463.25	16465.75	16463.75	16469.13	 	16470.19	16459	1	0	-130.14	36.36	31.39	36001	35521.78	49900	49600.16	70.65	27.29	22.36	16	
2023/12/13	00:15:30	16466	16471	16466	16469.5	16464.75	16469.13	 	16470.19	16459	1	0	-88.6	43.94	36.41	36439	35651.03	50338	49641.48	71.1	32.36	26.56	13.76	
2023/12/13	00:15:44	16469.75	16471.5	16464.75	16471.5	16465.63	16469.13	 	16470.19	16459.25	1	0	3.39	54.55	43.66	36823	35790.56	50722	49747.4	85	32.42	21.99	14.58	
2023/12/13	00:16:04	16471.75	16475.75	16471.75	16475.25	16467.75	16469.13	 	16471.06	16463.5	1	0	106.19	71.91	54.96	37238	35941.89	51137	49885.4	85.04	37.28	30.65	12.96	
2023/12/13	00:16:11	16475	16478.25	16474.5	16475.75	16469	16469.13	 	16471.06	16463.5	1	0	132.45	82.86	66.12	37687	36105.19	51586	50123.08	85.37	42.97	34.31	11.65	
2023/12/13	00:16:26	16475.5	16476.5	16472	16472.25	16469.75	16469.13	 	16471	16464.88	1	0	80.72	82.94	72.85	37289	36304.36	51188	50398.88	71.5	40.68	30.08	17.06	
2023/12/13	00:16:46	16472.5	16475.75	16471.25	16473.25	16469.75	16468.5	 	16471	16465	1	0	40.39	81.7	76.39	37673	36540.31	50804	50646.08	72.47	36.96	26.33	17.01	
2023/12/13	00:17:12	16473	16478.25	16472.5	16475.5	16469.75	16468.38	 	16471	16465	1	0	18.57	79.1	77.47	38064	36788.58	51195	50865	72.65	37.57	28.99	14.37	
2023/12/13	00:17:40	16475.75	16480.5	16475.25	16478.25	16471.88	16469.5	 	16471	16465	1	0	15.94	79.68	78.36	38506	37051.47	51637	51056.44	72.69	40.53	30.94	12.35	
2023/12/13	00:17:57	16478.5	16484	16476.5	16484	16474.38	16471.25	 	16470.31	16466.5	1	0	87.76	87.99	82.21	38951	37328.97	52082	51185.36	73.26	45.62	33.9	10.03	
2023/12/13	00:18:09	16484	16486.25	16482.5	16485.25	16475.5	16472.38	 	16470.75	16466.5	1	0	150.32	93.22	86.61	39305	37605.97	52436	51312.68	72.69	50.96	36.45	9.05	
2023/12/13	00:18:13	16485	16488.75	16484.5	16484.75	16480	16473.63	 	16470.88	16466.5	1	0	122.9	92.56	88.99	38939	37882.67	52802	51501.28	71.88	56.38	38.99	8.02	
2023/12/13	00:18:19	16484.75	16487.75	16483.5	16485	16480	16473.63	 	16471.69	16466.63	1	0	82.5	91.61	90.04	39313	38158.47	52428	51720.28	72.5	57.38	34.48	9.82	
2023/12/13	00:18:36	16485.25	16488	16480.75	16481	16480	16473.63	 	16471.69	16467.25	1	0	-38.09	84.36	87.77	38710	38407.08	51825	51926.8	67.16	50.35	28.08	15.03	
2023/12/13	00:18:49	16481.25	16484.75	16480.5	16484	16480	16473.63	 	16471.38	16467.25	1	0	-58.86	80.62	84.91	39119	38625.97	51416	52086.84	53.69	44.06	24.95	14.01	
2023/12/13	00:19:00	16483.75	16484.25	16479	16479.75	16480.63	16473.63	 	16470.75	16467.25	1	0	-113.2	75	80.95	38732	38791.19	51029	52140.68	39.65	35.45	21.53	16.01	
2023/12/13	00:19:19	16479.75	16484	16479.75	16481.75	16482	16473.63	 	16470.5	16467.25	1	0	-140.77	68.68	76.04	39106	38905.94	50655	52028.72	38.16	28.57	19.08	14.19	
2023/12/13	00:19:43	16481.5	16483.75	16479.25	16483.5	16482.63	16473.63	 	16468.63	16467.25	1	0	-88.56	68.67	73.09	39509	38990.69	51058	51812.64	39.2	24.65	16.76	13.82	
2023/12/13	00:20:03	16483.25	16486.25	16483.25	16485.75	16483.88	16473.63	 	16468	16467.25	1	0	-6.53	68.3	71.18	39942	39047.36	51491	51575.68	40.56	25.21	22.46	12.63	
2023/12/13	00:20:28	16485.5	16488.5	16484	16488	16483.88	16474.25	 	16468	16467.25	1	0	91.78	77.14	73.56	40346	39131.53	51895	51384.52	53.57	29.62	26.02	11	
2023/12/13	00:20:51	16488.25	16488.75	16484.25	16487.5	16483.88	16474.25	 	16468	16467.25	1	0	175.45	85.09	78.17	39885	39219.94	52356	51302.72	66.97	33.54	23.36	9.57	
2023/12/13	00:21:06	16487.5	16487.5	16483.5	16487	16483.88	16474.25	 	16468	16467.25	1	0	264.31	89.58	82.73	39468	39334.89	51939	51358.16	66.75	33.07	20.62	10.65	
2023/12/13	00:21:33	16486.5	16487	16483.75	16485.5	16483.88	16475	 	16467.94	16467.25	1	0	303.85	88.24	84.93	39089	39454.89	51560	51488.48	66.97	32.7	18.58	9.6	
2023/12/13	00:22:03	16485.5	16487	16482.25	16487	16483.88	16475	 	16467.5	16467.25	1	0	372.6	84.54	84.78	39471	39558	51178	51619.64	60.9	27.1	15.92	12.74	
2023/12/13	00:22:34	16487	16487	16480.25	16480.25	16484	16475	 	16466.44	16467.25	0	1	321.93	66.3	77.39	39062	39619.19	50769	51686.6	40.99	28.59	12.89	15.96	
2023/12/13	00:22:59	16480	16481.75	16476	16476.5	16482.38	16476	 	16466.44	16467.25	0	1	204.71	42.13	63.29	38545	39584.92	50252	51616.32	19.01	35.73	10.86	25.08	
2023/12/13	00:23:06	16476.5	16476.5	16471.75	16472	16480.25	16476.75	 	16466.94	16467.25	0	1	64.1	20.3	46.09	38115	39480.19	49822	51410	-0	44.03	9.44	33.49	
2023/12/13	00:23:12	16472	16475.75	16471.25	16473.25	16480	16476.75	 	16467.38	16467.25	0	1	-24.84	7.02	30.46	38507	39328.33	49430	51098.4	-0	50.89	8.26	30.7	
2023/12/13	00:23:25	16473	16475.5	16470.75	16470.75	16479.75	16479.75	 	16468.44	16467.25	0	1	-133.37	4.21	19.96	38144	39150.69	49067	50714.88	-0	56.65	7.17	28.03	
2023/12/13	00:23:51	16471.5	16471.75	16467	16471	16477.25	16477.88	 	16469.06	16467.25	0	1	-142.58	8.42	15.35	38527	38947.89	48684	50293	-0	62.7	6.22	34.76	
2023/12/13	00:24:03	16471	16477.25	16471	16476	16477	16477.88	 	16469.44	16467.25	0	1	-98.88	18.99	16.8	38936	38766.03	49093	49908.92	16.29	52.74	19.89	28.95	
2023/12/13	00:24:12	16476	16479.75	16474	16478.5	16477	16477.88	 	16469.13	16467.25	1	0	-33.12	29.43	21.85	39318	38655.67	49475	49595.64	31.85	43.76	23.45	24.59	
2023/12/13	00:24:42	16478.75	16483.25	16477.75	16482.25	16477	16477.88	 	16469.06	16467.25	1	0	51.28	45.69	31.39	39752	38639.94	49909	49386.72	51.03	41.07	29.18	21.08	
2023/12/13	00:25:02	16482	16488	16480.75	16487.5	16477.5	16477.88	 	16470.69	16467.5	1	0	153.8	64.66	44.69	40159	38696.81	50316	49312.2	68.64	42.98	35.65	17.33	
2023/12/13	00:25:17	16487.75	16490.25	16484.75	16486.25	16478.63	16478.63	 	16472.81	16469.25	1	0	170.24	75.14	56.87	39737	38824.17	50738	49403.24	73.37	45.97	36.36	14.99	
2023/12/13	00:25:24	16486.5	16487.75	16479.5	16479.5	16478.63	16478.63	 	16473.94	16471.13	1	0	96.92	75	64.12	39299	38999.19	50300	49588.92	71.45	38.86	29.48	24.2	
2023/12/13	00:25:41	16479.25	16481	16476.75	16480.75	16478.63	16478.63	 	16476.81	16473.25	0	1	118.15	72.13	67.33	39757	39200.53	49842	49803.16	69.63	32.64	26.5	28.3	
2023/12/13	00:25:55	16480.5	16480.5	16473.5	16474	16478.63	16478.63	 	16476.81	16473.63	0	1	66.53	56.45	62.98	39359	39381.53	49444	49979.64	55.98	31.27	22.1	31.04	
2023/12/13	00:26:09	16473.75	16475	16466.75	16466.75	16478.5	16478.5	 	16476.81	16473.63	0	1	-29.18	35.66	52.05	38979	39495.58	49064	50056.08	43.01	35.17	18.14	40.13	
2023/12/13	00:26:17	16466.75	16474.5	16466.5	16474.5	16478.38	16478.38	 	16476.81	16473.63	0	1	-14.07	30.67	43.5	39379	39542.08	49064	49983.4	42.34	38.44	15.11	33.96	
2023/12/13	00:26:32	16474.75	16477.75	16473.75	16473.75	16478.38	16478.38	 	16477.13	16473.63	0	1	-68.89	23.61	35.54	38995	39523.72	49448	49828.36	41.88	35.01	20.92	30.97	
2023/12/13	00:27:01	16474	16475.5	16471.25	16472.25	16478.38	16478.38	 	16477.81	16473.63	0	1	-130.81	22.16	30.19	38595	39464.36	49048	49626.88	27.43	34.8	18.89	33.68	
2023/12/13	00:27:29	16471.75	16475.25	16469.5	16469.5	16478.38	16478.38	 	16478.13	16473.63	0	1	-224.28	25.26	28.22	38197	39338.86	48650	49412.24	27.82	36.26	16.4	33.25	
2023/12/13	00:28:05	16469.5	16475.25	16469.5	16471.25	16477.13	16478.38	 	16478.75	16473.63	0	1	-286.51	21.84	25.67	38546	39189.64	48301	49217.16	41.82	37.43	14.24	28.87	
2023/12/13	00:28:37	16470.75	16471	16467.5	16470.75	16473.75	16478.38	 	16479.06	16473.63	0	1	-249.73	18.68	22.87	38158	39039.08	47913	49043	41.98	40.46	12.95	31.08	
2023/12/13	00:29:07	16470.75	16471.25	16465	16466.25	16472.75	16477.63	 	16479.06	16473.63	0	1	-254.93	13.73	19.22	37763	38865.31	47518	48825.72	41.75	44.97	11.03	32.4	
2023/12/13	00:29:31	16466.25	16468.25	16465.75	16467.25	16471.38	16477.63	 	16479.06	16473.63	0	1	-230.95	12.76	16.63	38144	38688.5	47137	48563.76	27.2	48.58	10.33	30.33	
2023/12/13	00:30:00	16467	16474.5	16466.25	16473.25	16471.38	16477.63	 	16479.44	16473.63	0	1	-160.31	16.08	16.41	38527	38529.36	47520	48288.36	27.17	41.33	23.14	24.39	
2023/12/13	00:30:06	16473.25	16477.5	16472.25	16475	16471.38	16477.63	 	16479.44	16473.63	1	0	-108.69	22.08	18.68	38964	38434.86	47957	48029.72	42.81	39.35	27.41	21.32	
2023/12/13	00:30:19	16474.75	16480	16474.25	16476.25	16472.5	16477.63	 	16479.5	16473.63	1	0	-95.84	35.57	25.44	39395	38386.53	48388	47836.12	57.9	40.29	29.61	18.4	
2023/12/13	00:30:34	16476.25	16477	16471.75	16475.75	16472.5	16477.63	 	16479.19	16473.63	1	0	-48.63	50.63	35.51	38997	38384.31	47990	47738.6	44.48	35.64	25.88	22.09	
2023/12/13	00:31:00	16475.75	16476.25	16469.5	16469.75	16472.5	16477.63	 	16478.5	16473.63	0	1	-76.33	53.07	42.54	38630	38451.06	47623	47736.96	44.81	29.18	21.8	23.86	
2023/12/13	00:31:26	16469.75	16473	16468.5	16470.25	16472.5	16477.63	 	16478.38	16473.63	0	1	-102	52.03	46.33	39022	38565.83	47231	47768.96	44.86	25.71	19.44	23.68	
2023/12/13	00:31:48	16470.25	16471	16466.75	16470.5	16472.5	16477.63	 	16479.75	16473.63	0	1	-49.04	43.39	45.16	39505	38709.67	46748	47766.36	43.28	25.79	17.39	25.53	
2023/12/13	00:32:15	16470.5	16472	16466.75	16468.25	16472.88	16477.63	 	16477.56	16473.63	0	1	-46.53	31.25	39.59	39090	38835.69	46333	47662.56	29.7	23.24	17.61	22.19	
2023/12/13	00:32:44	16467.75	16470.75	16465.75	16467.25	16472.88	16477.63	 	16477.44	16473.63	0	1	-70.95	27.08	34.59	38664	38917.83	45907	47456.56	14.81	23.2	15.4	21.92	
2023/12/13	00:33:22	16467.25	16467.5	16463.5	16465.75	16471.75	16476.88	 	16477.44	16473.63	0	1	-72.85	21.54	29.37	38293	38957.11	45536	47147.64	-0	26.91	13.8	25.48	
2023/12/13	00:33:42	16465.75	16469.5	16463	16469	16471.5	16476.63	 	16477.44	16473.63	0	1	-7.81	21.65	26.28	38733	38975.17	45976	46800.08	15.2	23.84	16.56	21.33	
2023/12/13	00:33:56	16469	16470.25	16462.75	16463.25	16469.88	16476.5	 	16477.69	16473.63	0	1	-39.13	16.73	22.46	38263	38947.75	45506	46451.2	14.68	19.36	15.39	17.53	
2023/12/13	00:34:11	16463	16465.5	16459.75	16460	16468	16475	 	16478.63	16474.38	0	1	-115.22	12.68	18.55	37863	38847.56	45106	46135.44	14.64	21.93	13.3	22.25	
2023/12/13	00:34:23	16460	16464	16458.75	16463.75	16465.88	16473.25	 	16478.63	16474.38	0	1	-87.91	15.51	17.33	38282	38721.42	44687	45854.2	29.21	25.55	11.63	21.85	
2023/12/13	00:34:38	16463.75	16467.25	16463	16467.25	16465.38	16469.88	 	16478.63	16474.38	0	1	-1.36	17.81	17.53	38681	38616.06	45086	45638.44	43.01	21.36	18.43	19.55	
2023/12/13	00:34:51	16467.5	16470.75	16466.75	16469.25	16465.38	16469.63	 	16478.63	16474.38	1	0	63.26	28.87	22.06	39076	38552	45481	45453.08	57.12	23.74	25.5	17.55	
2023/12/13	00:35:07	16469.75	16473	16469	16469.75	16465.88	16469.38	 	16478.5	16474.38	1	0	47.63	42.68	30.31	39537	38507.42	45942	45334.84	70.85	28.23	28.74	15.7	
2023/12/13	00:35:24	16470.25	16470.5	16465.75	16467	16465.88	16469.38	 	16478.38	16474.38	1	0	3.93	48.88	37.74	39127	38507.92	45532	45282.72	56.67	24.23	25.11	22.36	
2023/12/13	00:36:02	16467.25	16473.25	16465.75	16470	16466	16469.38	 	16478.38	16474.38	1	0	-11.95	57.34	45.58	39515	38599.92	45920	45328.72	71.8	24.99	27.27	18.18	
2023/12/13	00:36:26	16470	16473.25	16469.25	16472	16466	16469.38	 	16478.38	16474.38	1	0	4.71	67.57	54.38	39912	38759.64	46317	45441.96	85.71	25.59	24.46	16.3	
2023/12/13	00:37:00	16472.25	16477	16472.25	16476.5	16467.88	16469.38	 	16478.38	16474.38	1	0	82.12	77.99	63.82	40432	38967.53	46837	45629.24	86.2	30.61	31.01	14.19	
2023/12/13	00:37:16	16476.75	16481	16475.5	16480.75	16469.88	16469.88	 	16477.75	16474.38	1	0	190.27	92.45	75.27	40892	39204.11	47297	45853.28	86.48	37.54	36.9	12.18	
2023/12/13	00:37:27	16480.5	16482.5	16478.75	16479	16472.75	16470.63	 	16476.06	16474.38	1	0	180.55	93.02	82.37	40482	39444.61	47707	46147.28	86.54	43.93	37.21	10.96	
2023/12/13	00:37:37	16479	16481.5	16477.5	16477.75	16474.13	16470.63	 	16475.19	16475	1	0	108.25	89.77	85.33	40092	39687.92	47317	46447.84	73.11	45.22	33.13	13.19	
2023/12/13	00:38:09	16477.5	16483	16477.5	16481.75	16474.38	16470.88	 	16474.5	16475	1	0	95.07	89.63	87.05	40455	39911.44	47680	46753.68	86.68	47.69	32.27	11.23	
2023/12/13	00:38:39	16481.5	16483.25	16480	16482.5	16474.5	16471	 	16474.5	16475	1	0	119.17	89.35	87.97	40864	40116.14	48089	47055.36	86.77	49.92	30.01	10.2	
2023/12/13	00:39:11	16482.5	16484.5	16479.5	16479.5	16475.13	16471.63	 	16474.5	16475.75	1	0	59.44	88.04	88	40465	40273.11	47690	47318.56	73.26	52.97	29.31	8.77	
2023/12/13	00:39:40	16479.5	16482	16477	16478.25	16476.88	16471.63	 	16475.06	16475.75	1	0	-10.05	86.2	87.28	40069	40356.78	47294	47478.24	58.08	46.21	25.23	14.51	
2023/12/13	00:40:10	16478.75	16484.25	16477.75	16484	16478.38	16471.63	 	16475.06	16475.75	1	0	16.06	86.19	86.84	40486	40414.31	47711	47597.8	57.44	44.66	26.85	12	
2023/12/13	00:40:33	16484.25	16486.5	16483.25	16485.25	16481	16472.63	 	16475.06	16476.75	1	0	45.13	85.01	86.11	40888	40467.14	48113	47680.16	57.32	46.25	30.69	10.92	
2023/12/13	00:40:50	16485.5	16485.5	16477.5	16477.75	16481.75	16472.63	 	16475.06	16477.5	1	0	-20.75	79.51	83.47	40379	40491.75	47604	47693.04	54.96	39.39	24.41	23.39	
2023/12/13	00:41:06	16477.75	16481.75	16477.5	16480.75	16481.75	16472.63	 	16475.06	16477.5	1	0	-19.85	79.94	82.06	40791	40487.89	47192	47670.28	41.72	33.91	21.69	20.78	
2023/12/13	00:41:13	16480.5	16482.5	16479.25	16480.75	16481.75	16472.63	 	16475.25	16477.63	1	0	-23.16	72.96	78.42	40791	40492.17	47575	47675.28	41.2	27.75	21.81	18.92	
2023/12/13	00:41:39	16480.75	16483.75	16479	16482.5	16481.75	16472.63	 	16475.25	16477.63	1	0	3.85	66.78	73.76	41140	40549.06	47924	47673.04	54.08	24.51	22.4	16.44	
2023/12/13	00:42:12	16482.5	16485.25	16479.25	16479.25	16481.75	16472.63	 	16474.31	16476.88	1	0	-41.37	64.03	69.87	40780	40614	48284	47660.32	54.77	25.02	22.82	13.8	
2023/12/13	00:42:46	16479.5	16481.5	16476	16476	16481.25	16472.63	 	16474.06	16476.63	1	0	-130.85	48.11	61.17	40380	40642.72	47884	47678.2	40.29	22.79	19.51	20.37	
2023/12/13	00:43:18	16476.5	16481	16475.5	16480.5	16481	16472.63	 	16473.19	16476.5	1	0	-118.34	40.64	52.96	40783	40684.78	48287	47759.8	40.31	22.01	16.71	18.76	
2023/12/13	00:43:51	16480.25	16480.75	16472.5	16472.5	16479.5	16472.63	 	16471.5	16475	0	1	-165.49	18.82	39.3	40419	40718.53	47923	47844.08	42.5	26.33	13.39	22.26	
2023/12/13	00:44:08	16472.5	16476.5	16471.25	16475.75	16478.38	16472.63	 	16469.56	16474.5	0	1	-139.74	18.72	31.07	40778	40742.86	47564	47905.44	43.36	31.32	11.68	22.46	
2023/12/13	00:44:48	16476.25	16480.5	16476	16479.25	16478.25	16474.75	 	16467.63	16474.5	1	0	-90.35	31.53	31.25	41147	40737.64	47933	47945.92	43.05	25.5	20.2	19.82	
2023/12/13	00:45:13	16479	16481.5	16477.25	16478.25	16478.25	16476.13	 	16467.5	16474.5	1	0	-94.5	32.64	31.81	40732	40722.92	48348	47993.76	44.46	22.79	20.56	17.68	
2023/12/13	00:45:45	16478.25	16478.75	16474.5	16474.75	16478.25	16476.13	 	16467.63	16474.5	0	1	-150.09	37.7	34.17	40334	40721.03	47950	47984.32	43.84	21.55	18.28	22.89	
2023/12/13	00:46:16	16474.75	16475.75	16473.25	16475.75	16478.25	16476.13	 	16467.63	16474.5	0	1	-108.47	37.7	35.58	40719	40706.14	47565	47946.64	44.08	22.67	17	24.79	
2023/12/13	00:46:44	16475.75	16478.5	16475.5	16478	16476.38	16476.13	 	16467.69	16474.5	1	0	-35.43	36.25	35.85	41114	40720.89	47960	47939.2	43.92	19.27	23.6	22.6	
2023/12/13	00:47:29	16478.25	16484.5	16476.5	16483.75	16477.88	16477.88	 	16467.69	16474.5	1	0	87.15	46.38	40.06	41705	40761.75	48551	47970.52	60.79	24.35	34.58	17.77	
2023/12/13	00:47:43	16483.75	16488.5	16483	16486.25	16479.88	16479.88	 	16468.63	16474.5	1	0	171.25	63.79	49.55	42393	40837.03	49239	48018.92	75.85	31.24	40.11	15.19	
