Date	Time	Open	High	Low	Close	CL	BL	LS	FS1	FS2	RSI_Buy	RSI_Sell	Chaikin	%K	%D	OBV	signal	HOBV	HOBV_signal	MFI	ADX	plus	minus	
2023/12/20	02:33:00	16986	16990.5	16985.75	16989.5	16986.13	16981	 	16973.31	16980.5	1	0	218.67	83.47	84.52	153391	153095.14	171434	170728.32	44.89	26.55	22.5	13.13	
2023/12/20	02:33:59	16989.25	16993.25	16988.5	16991.5	16987.5	16982.38	 	16973.38	16980.5	1	0	236.45	86.64	85.37	153943	153163.56	171986	170853.96	61.24	31.38	27.71	11.2	
2023/12/20	02:34:42	16991.5	16992.75	16990.25	16991	16987.5	16983.38	 	16973.88	16980.5	1	0	204.13	84.05	84.84	153507	153213.33	172422	171014.48	73.99	35.24	25.44	10.28	
2023/12/20	02:35:24	16991	16991.25	16988.25	16989.5	16987.5	16983.75	 	16974.63	16980.5	1	0	163.83	83.87	84.45	153111	153257.47	172026	171242.16	60.92	30.24	22.84	16.03	
2023/12/20	02:36:05	16989.5	16990.5	16986.25	16990	16988.38	16983.75	 	16974.88	16980.5	1	0	181.03	78.74	82.17	153493	153295.11	171644	171477.16	47.29	27.68	19.58	20.47	
2023/12/20	02:36:48	16989.75	16993	16989.75	16991.25	16988.38	16983.75	 	16975.56	16980.5	1	0	175.61	75.81	79.62	153876	153368.36	172027	171688.64	60.74	25.28	26	18.18	
2023/12/20	02:37:30	16991.5	16992.25	16987.25	16987.25	16988.38	16983.88	 	16976.25	16980.5	1	0	99.02	67.57	74.8	153493	153433.69	171644	171832.28	60.47	23.12	21.69	23.45	
2023/12/20	02:38:55	16987	16988.5	16984	16988.5	16988.63	16983.88	 	16976.25	16980.5	1	0	118.13	65.22	70.97	153896	153471.64	171241	171874.36	46.72	26.47	18.5	30.62	
2023/12/20	02:39:18	16988.75	16990.5	16988.25	16989.5	16988.63	16983.88	 	16976.88	16980.5	1	0	130.03	64.13	68.23	154320	153528.72	171665	171847.32	44.29	23.95	24	28.23	
2023/12/20	02:40:08	16989.75	16990.5	16986.5	16987.75	16988.63	16983.88	 	16976.88	16980.5	1	0	103.93	54.8	62.86	153912	153603.61	171257	171780.2	29.04	24.85	20.69	30.37	
2023/12/20	02:41:22	16987.75	16988.5	16984.5	16986	16988.5	16983.88	 	16977.38	16979.88	0	1	67.15	50	57.72	153516	153675.33	170861	171642.72	29.04	28.35	17.84	33.07	
2023/12/20	02:42:25	16985.75	16987.5	16983.25	16986.75	16988.13	16983.88	 	16977.56	16978.25	0	1	92.48	43.9	52.19	153975	153725.08	170402	171469.24	28.26	32.67	15.27	32.54	
2023/12/20	02:43:09	16987	16990.25	16986.25	16988	16988.13	16984.88	 	16977.5	16976.13	1	0	93.21	37.97	46.5	154369	153796.33	170796	171325.2	28.53	28.15	22.51	28.13	
2023/12/20	02:44:01	16988	16993.75	16988	16993.25	16988.5	16985.13	 	16976.81	16976.13	1	0	151.5	51.55	48.52	154827	153894.75	171254	171179.16	43.38	27.06	29.55	22.97	
2023/12/20	02:45:00	16993.25	16994.75	16992.75	16994.75	16989	16988.13	 	16977.38	16976.13	1	0	253.46	70.83	57.45	155295	153997.67	171722	171067.2	58	27.68	30.95	21.4	
2023/12/20	02:45:20	16994.75	16997	16994.75	16996.5	16990.13	16989.25	 	16977.38	16976.13	1	0	341.86	86.34	69	155790	154130.5	172217	171056.12	58.98	31.14	36.59	19.65	
2023/12/20	02:45:41	16996.5	16997.25	16994	16995	16990.25	16989.5	 	16977.88	16976.13	1	0	347.11	93.47	78.79	155402	154315.08	171829	171151.8	59.36	31.55	32.21	20.06	
2023/12/20	02:46:13	16995.25	16999.25	16993.75	16999.25	16991.25	16990.5	 	16978	16976.13	1	0	404.4	95.02	85.28	155844	154548.83	172271	171324.28	72.72	34.73	32.99	16.26	
2023/12/20	02:46:44	16999.25	16999.5	16995.75	16996.75	16991.38	16990.63	 	16978.75	16976.5	1	0	383.13	90.83	87.5	155450	154788.28	172665	171569.64	74.26	37.62	29.58	14.14	
2023/12/20	02:47:28	16997	16997	16994.25	16996.25	16991.38	16990.63	 	16978.75	16976.5	1	0	384.41	86.8	87.22	154996	155006.56	172211	171815.96	60.11	34.11	26.65	18.14	
2023/12/20	02:48:29	16996.25	16996.5	16992.5	16995.75	16992.88	16990.63	 	16979.25	16976.5	1	0	410.96	84.94	86.31	154543	155176.86	171758	171989.68	45.41	28.59	22.85	21.79	
2023/12/20	02:49:26	16995.5	16996.5	16992.5	16996.25	16993.75	16991.38	 	16979.75	16977	1	0	465.73	80	83.79	154974	155272.33	171327	172086.24	44.75	24.17	19.62	18.72	
2023/12/20	02:50:23	16996	16998.25	16995.75	16998.25	16996	16991.38	 	16982.44	16977.75	1	0	539.62	82.31	83.19	155390	155315.08	171743	172102.68	43.29	23.51	24.28	16.99	
2023/12/20	02:51:15	16998.25	17001.25	16998	17000.75	16996.88	16992.25	 	16983.13	16977.75	1	0	609.88	86.89	84.67	155903	155307.56	172256	172046.32	58.08	28.6	32.56	14.92	
2023/12/20	02:51:40	17000.75	17002	16999.25	17000.25	16997.25	16992.63	 	16983.19	16977.75	1	0	592.99	90.25	86.91	155418	155269.11	172741	171991.6	58.65	33.69	32	13.33	
2023/12/20	02:52:30	17000.25	17002.5	16999.5	17001.5	16997.5	16992.88	 	16983.56	16978	1	0	572.99	93.5	89.54	155820	155248.86	173143	172010.64	71.25	38.47	30.19	11.76	
2023/12/20	02:53:23	17001.5	17001.75	16995.75	16997.5	16997.5	16992.88	 	16984.94	16979.38	1	0	499.15	87.78	88.84	155375	155272.61	172698	172104.6	71.45	32.46	23.73	22.62	
2023/12/20	02:53:56	16997.5	16998	16995	16996.25	16997.5	16992.88	 	16985.44	16979.38	1	0	419.2	76.47	83.89	154972	155318.97	172295	172241.76	72.6	29.38	21.12	22.88	
2023/12/20	02:54:32	16996.25	16998.75	16996	16996	16997.5	16992.88	 	16985.63	16979.38	0	1	279.16	63.05	75.56	154538	155342	172729	172414.2	72.63	24.44	21.76	20.5	
2023/12/20	02:55:28	16996	16997.75	16992.75	16993.5	16997.5	16992.88	 	16986.06	16979.38	0	1	136.97	39.89	61.29	154119	155313.83	172310	172548.2	59.15	27.44	17.86	28.47	
2023/12/20	02:56:23	16993.5	16995.5	16992.5	16992.5	16997.5	16992.88	 	16986.06	16979.38	0	1	-21.8	20.63	45.02	153686	155238.44	171877	172576.16	43.73	30.25	15.89	26.25	
2023/12/20	02:57:15	16992.75	16996.75	16992.5	16995.5	16997.5	16992.88	 	16986.13	16979.38	1	0	-78.81	18.75	34.51	154123	155093.03	172314	172533.92	42.82	27.55	17.96	22.24	
2023/12/20	02:57:59	16995.5	16996	16991.75	16992	16997.13	16992.88	 	16986.25	16979.38	0	1	-162.86	10.43	24.88	153737	154879	171928	172454.92	29.46	27.32	15.27	21.55	
2023/12/20	02:58:43	16992	16993.75	16991	16993	16996.75	16992.88	 	16986.25	16979.38	0	1	-168.69	12.43	19.9	154157	154642.39	171508	172308.16	29.71	29	13.73	22.13	
2023/12/20	02:59:55	16993.25	16995.5	16992.75	16993.5	16996.38	16992.88	 	16986.25	16979.38	0	1	-192.26	17.71	19.02	154549	154429.75	171900	172162.24	43.24	23.37	18.92	19.82	
2023/12/20	03:00:41	16993.75	16995.5	16992.5	16995.5	16994.88	16992.88	 	16986.19	16979.38	1	0	-126.84	20.44	19.59	154956	154289.92	172307	172084.16	42.71	19.45	16.73	18.49	
2023/12/20	03:01:40	16995.25	16997.5	16994.25	16996.25	16994.88	16992.88	 	16986	16979.38	1	0	-67.29	30.98	24.15	155376	154245.14	172727	172037.96	57.2	21.34	22.4	16.15	
2023/12/20	03:02:46	16996.25	16996.75	16989.75	16989.75	16993.75	16994.38	 	16986.5	16979.38	0	1	-110.3	25.93	24.86	154897	154269	172248	172019.24	56.31	23.4	17.04	27.66	
2023/12/20	03:03:02	16989.5	16993	16986.75	16986.75	16992.13	16994.63	 	16986.81	16979.63	0	1	-196.91	18.93	22.49	154484	154359.11	171835	172062.44	41.79	28.89	13.67	31.68	
2023/12/20	03:03:12	16986.75	16987.5	16982.75	16983.5	16990.13	16992.63	 	16988.56	16980.13	0	1	-292.69	10.17	17.56	153970	154466.67	171321	172098.88	40.04	36.42	11.65	39.44	
2023/12/20	03:03:21	16983.5	16986.75	16983.25	16986.75	16990.13	16992.63	 	16989.69	16981.25	0	1	-250.98	7.48	13.53	154442	154570.94	170849	172059.8	54.61	42.44	10.35	35.04	
2023/12/20	03:03:33	16986.5	16990	16986.5	16987.75	16990.13	16992.63	 	16989.88	16981.38	0	1	-235.24	14.61	13.96	154891	154650.17	171298	171947.04	55.43	37.66	19.76	31.05	
2023/12/20	03:03:57	16987.75	16990.75	16987.75	16988.75	16990.13	16992.63	 	16990.88	16982.38	0	1	-235.49	23.86	17.92	155288	154680	171695	171799.36	55.28	32.01	20.29	27.9	
2023/12/20	03:04:36	16988.5	16992.75	16988.25	16991.5	16990.13	16992.63	 	16991	16982.5	0	1	-191.21	38.46	26.14	155711	154710.94	172118	171649.92	55.32	28.18	23.9	23.73	
2023/12/20	03:05:29	16991.5	16992	16985.75	16987	16990.13	16992.63	 	16991	16982.5	0	1	-197.99	39.67	31.55	155291	154743.56	171698	171538.72	56.38	25.42	19.29	26.87	
2023/12/20	03:06:15	16987	16991.75	16986.25	16990	16989.75	16992.63	 	16991.75	16982.5	0	1	-165.36	44.3	36.65	155710	154829.69	171279	171503.04	69.82	23.22	16.13	22.47	
2023/12/20	03:07:03	16990	16991.25	16982	16982.5	16987.5	16992.25	 	16992.56	16982.5	0	1	-230.06	34.73	35.88	155091	154936.83	170660	171499	67.52	28.14	12.23	28.13	
2023/12/20	03:07:20	16982.25	16986.25	16982	16984.25	16987.38	16992.25	 	16993.69	16982.5	0	1	-249.23	23.55	30.95	155498	155062.64	170253	171459.4	53.87	32.08	10.85	24.94	
2023/12/20	03:07:37	16984	16986.75	16982.25	16983	16987.38	16992.25	 	16994.56	16984.75	0	1	-291.48	17.96	25.75	155089	155185.36	170662	171350.24	40.05	33.25	10.88	21.91	
2023/12/20	03:08:16	16983	16983	16979	16979.5	16985.88	16990.75	 	16994.94	16986.5	0	1	-349.64	6.54	18.07	154682	155256.89	170255	171168.28	27.13	38.57	9.67	28.49	
2023/12/20	03:08:30	16979.75	16979.75	16976	16976.5	16984.38	16989.25	 	16995.19	16986.75	0	1	-413.36	6.05	13.26	154266	155277.53	169839	170911.52	13.53	45.14	8.64	34.01	
2023/12/20	03:08:45	16976.5	16979.5	16976.25	16977	16984.38	16988.88	 	16995.19	16987	0	1	-464.57	4.18	9.63	154698	155221.72	169407	170630.16	27.37	50.4	7.8	30.72	
2023/12/20	03:09:13	16977	16978.75	16974	16976	16983	16986.38	 	16995.19	16987	0	1	-480.63	5.33	7.91	154188	155122.81	168897	170352.24	13.5	56.05	6.7	33.06	
2023/12/20	03:09:32	16975.75	16978.5	16971.75	16972	16981.75	16985.25	 	16995.19	16988	0	1	-533.38	4.84	6.68	153731	154957.94	168440	170043.68	14.22	61.6	5.45	33.11	
2023/12/20	03:09:53	16972	16973.25	16969.75	16973	16980.5	16983.75	 	16995.19	16988.38	0	1	-466.05	8.15	7.27	154200	154773.92	167971	169701.48	13.94	66.72	4.9	35.53	
2023/12/20	03:10:01	16972.75	16973.75	16966	16966	16976.38	16981.75	 	16995.19	16988.38	0	1	-477.25	6.15	6.82	153753	154592.67	167524	169324.28	13.77	71.67	3.9	38.16	
2023/12/20	03:10:12	16966	16969	16965.25	16967.75	16976	16981.38	 	16995.19	16988.38	0	1	-433.46	6.11	6.53	154176	154437.39	167101	168904.96	13.7	75.75	3.5	36.3	
2023/12/20	03:10:21	16967.75	16971.5	16967.75	16971.5	16974.13	16981.38	 	16995	16988.5	0	1	-319.22	11.54	8.54	154571	154306.69	167496	168483.84	26.4	69.75	10.18	32.46	
2023/12/20	03:10:43	16971.5	16977.25	16971.5	16977.25	16972.5	16981.38	 	16994.81	16988.5	0	1	-162.68	19.3	12.84	155023	154224.28	167948	168131.92	26.86	58.59	24.34	27.34	
2023/12/20	03:11:02	16977.25	16979	16975.75	16979	16972.38	16981.38	 	16994.63	16988.5	1	0	0.32	32.32	20.63	155425	154238	168350	167886.52	41.02	51.99	27.09	24.79	
2023/12/20	03:11:20	16978.75	16981.5	16978	16979.25	16973.38	16981.38	 	16993.88	16988.5	1	0	69.67	45.66	30.64	155870	154322.81	168795	167784.56	55.86	49.59	31.69	22.22	
2023/12/20	03:11:44	16979.25	16980.75	16977.5	16977.5	16973.38	16981.38	 	16993.88	16988.5	0	1	37.66	54.45	40.17	155470	154481.11	168395	167826.6	57.16	46.38	28.52	21.54	
2023/12/20	03:12:27	16977.25	16981.75	16976.25	16980.25	16973.5	16981	 	16994.06	16988.5	0	1	52.55	63.4	49.46	155929	154690.61	168854	167979	72.35	40.44	23.86	21.73	
2023/12/20	03:13:13	16980.5	16982.25	16977.75	16978.25	16973.75	16979.13	 	16993.38	16989.5	1	0	6.45	69.77	57.59	155532	154930.33	169251	168203.2	84.33	36.67	22.15	18.82	
2023/12/20	03:14:02	16978.5	16982.75	16978.5	16981.75	16974	16979	 	16991.38	16989.5	1	0	17.97	76.95	65.33	155957	155172.81	169676	168465.28	84.51	34.74	20.68	16.31	
2023/12/20	03:15:05	16981.75	16983	16979.25	16980.5	16975.38	16979	 	16991.38	16992	1	0	0.99	85.36	73.34	155554	155371.81	170079	168727.88	68.31	33.81	19.08	14.45	
2023/12/20	03:16:04	16980.5	16980.5	16975	16978.25	16977.25	16979	 	16991.38	16992	0	1	1.93	82.5	77	155210	155506.08	169735	168992.32	53.68	33.21	16	24.6	
2023/12/20	03:16:35	16978.25	16979.25	16975.25	16977.75	16979	16979	 	16991.38	16992.13	0	1	23.5	80.92	78.57	154702	155571.33	169227	169217.36	34.82	32.73	14.09	21.66	
2023/12/20	03:17:21	16977.75	16980	16975.25	16976.75	16979	16979	 	16991.38	16992.13	0	1	7.78	73.59	76.58	154272	155541.86	168797	169372.12	34.41	29.36	14.33	18.62	
2023/12/20	03:18:38	16976.5	16977	16971.5	16976.5	16977.25	16978.63	 	16991.38	16992.13	0	1	64.48	67.96	73.13	153789	155437.28	168314	169419.36	16.39	33.67	12.06	26.46	
2023/12/20	03:18:55	16976.25	16977.25	16973.5	16976.5	16977.25	16978.5	 	16991.19	16992.13	0	1	131.2	64.23	69.57	153789	155246.53	168702	169360.16	27.27	36.11	11.46	23.53	
2023/12/20	03:20:01	16976.75	16978.75	16975.5	16978	16977.25	16978.25	 	16989.88	16992.13	0	1	195.43	61.04	66.16	154173	155013.83	169086	169221.4	26.26	32.2	14.92	21.19	
2023/12/20	03:21:08	16977.75	16980.75	16977.5	16979.25	16977.25	16976	 	16989.81	16992.25	0	1	225.37	61.16	64.16	154571	154781.72	169484	169078	39.86	28.3	19.73	19	
2023/12/20	03:21:38	16979.25	16981.75	16977.75	16978	16977.25	16976	 	16989.81	16992.25	0	1	172.31	59.3	62.22	154179	154556.42	169876	168995.92	45.16	27.55	20.4	16.57	
2023/12/20	03:22:47	16978	16980	16976.75	16979.75	16976.63	16974.13	 	16988.31	16990.75	1	0	185.44	63.04	62.55	154549	154384.83	169506	169016	47.7	23.34	18.22	18.09	
2023/12/20	03:24:09	16980	16983	16979.5	16982.5	16977.25	16974.13	 	16986.81	16989.25	1	0	234.1	72.83	66.66	154983	154294.83	169940	169140.68	65.29	26.56	26.14	15.97	
2023/12/20	03:24:58	16982.5	16986	16981.75	16986	16978.75	16975.63	 	16986.63	16989.25	1	0	309.96	82.14	72.85	155354	154308.53	170311	169340.32	84.22	32.84	32.41	13.72	
2023/12/20	03:25:46	16986	16986.75	16983.75	16986.25	16979.13	16976	 	16984.69	16988.25	1	0	385.22	91.94	80.49	155807	154405.97	170764	169580.88	84.65	38.59	31.65	12.3	
2023/12/20	03:26:34	16985.75	16986.5	16983.75	16984.5	16980.13	16976	 	16983.5	16987.13	1	0	377.14	94.25	85.99	155431	154545.06	170388	169798.76	68.94	43.19	28.53	11.09	
2023/12/20	03:27:41	16984.75	16986	16981.75	16985.75	16981.13	16976	 	16982.13	16986.13	1	0	410.08	93.78	89.11	155828	154744.47	169991	169988.36	52.4	38.26	24.28	16.46	
2023/12/20	03:28:49	16985.25	16989.75	16984.5	16988.75	16983.25	16977.5	 	16979.06	16984.25	1	0	446.15	92.58	90.49	156221	154982.64	170384	170146.2	59.09	40.58	32.54	13.57	
2023/12/20	03:29:19	16988.75	16991.75	16988.25	16990.75	16984.25	16978.5	 	16978.69	16983.88	1	0	474.97	92.39	91.25	156691	155235.08	170854	170276.76	73.29	44.48	35.47	11.96	
2023/12/20	03:29:55	16990.75	16993.25	16990.25	16992.25	16985	16980.5	 	16977.75	16983.88	1	0	489.71	94.7	92.63	157143	155493.75	171306	170377.8	73.46	48.89	37	10.7	
2023/12/20	03:30:22	16992.25	16996	16991.5	16994.25	16987.75	16983.75	 	16976.94	16983.88	1	0	486.77	94.26	93.28	157577	155756.19	171740	170512.44	74.02	54.21	40.71	9.05	
2023/12/20	03:30:52	16994	16995.5	16992	16992.25	16988.88	16983.75	 	16976.88	16983.88	1	0	399.8	91.18	92.44	157169	156043.03	171332	170681.32	59.7	58.47	35.77	7.95	
2023/12/20	03:31:33	16992.25	16993.25	16989	16991.75	16988.88	16983.75	 	16977.38	16983.88	1	0	348.25	87.2	90.35	156782	156310.56	170945	170854.88	59.47	50.84	30.57	17.06	
2023/12/20	03:32:10	16991.5	16993.5	16989.75	16990	16988.88	16983.75	 	16977.38	16983.88	1	0	245.22	80.67	86.48	156401	156536.64	170564	170995.12	59.79	45.25	27.48	14.86	
2023/12/20	03:33:10	16990.25	16990.5	16985	16986	16988.88	16983.75	 	16977.25	16983.88	1	0	130.88	69.33	79.62	155991	156695.83	170154	171067.6	46.09	42.18	22.56	27.67	
2023/12/20	03:33:46	16986.25	16991.25	16985.25	16990.25	16990.25	16983.75	 	16976.44	16983.88	1	0	105.09	64.98	73.76	156396	156784.58	170559	171038.76	44.87	37.7	20.71	22.58	
2023/12/20	03:34:21	16990.5	16994	16989.75	16994	16990.5	16983.75	 	16976.5	16983.88	1	0	150.42	65.7	70.54	156789	156802.28	170952	170941.08	43.72	32.52	26.46	19.63	
2023/12/20	03:35:08	16994	16996.25	16993.75	16994.5	16990.63	16983.88	 	16977.19	16983.88	1	0	139.51	69.77	70.23	157205	156772.69	171368	170837.88	43.36	32.13	31.64	18.03	
2023/12/20	03:35:30	16994.75	16995.75	16992	16993	16990.63	16983.88	 	16978.13	16983.88	1	0	96.69	78.66	73.6	156832	156718	170995	170763.52	43.91	27.34	27.73	21.57	
2023/12/20	03:36:19	16993	16994	16989.5	16990.5	16990.63	16983.88	 	16979	16983.88	1	0	29.66	77.92	75.33	156423	156658.92	170586	170752.52	43.56	25.3	23.68	26.53	
2023/12/20	03:37:04	16990.5	16991	16983	16983	16989.63	16983.88	 	16979	16983.88	0	1	-90.39	57.71	68.28	155936	156617.75	170099	170770.36	41.97	30.83	18.22	39.15	
2023/12/20	03:37:27	16983	16983.75	16980	16982.75	16988.13	16983.88	 	16977.94	16983.88	0	1	-115.12	38.89	56.52	155461	156571.36	169624	170750.28	41.05	37.13	16.2	43.68	
2023/12/20	03:37:31	16982.25	16984.25	16981.25	16983.25	16988.13	16984.88	 	16977.88	16983.88	0	1	-100.41	24.48	43.71	155858	156521	170021	170659.4	40.88	40.87	16.24	39.63	
2023/12/20	03:37:59	16983	16988.5	16982.5	16988.25	16988.13	16985.88	 	16977.75	16983.88	0	1	-21.42	22.98	35.42	156285	156444.08	170448	170529.4	41.56	34.58	25.87	32.63	
2023/12/20	03:38:23	16988.25	16991.5	16988	16991	16988.13	16986.5	 	16976.63	16983.88	1	0	69.96	38.85	36.79	156674	156361.39	170837	170392.16	41.02	30.33	32.23	29.17	
2023/12/20	03:39:11	16991.5	16995.75	16991.5	16994.5	16988.13	16986.5	 	16976.63	16983.88	1	0	144.36	56.92	44.84	157075	156296.19	171238	170318.88	54.07	31.6	40.39	25.01	
2023/12/20	03:39:30	16994.5	16997.5	16994.5	16996	16988.75	16987.13	 	16975.38	16983.88	1	0	177.67	75.09	56.94	157535	156276.94	171698	170381.68	68.32	34.16	42.08	22.66	
2023/12/20	03:40:04	16996	17000	16995.75	16999.25	16990	16989.75	 	16975.69	16983.88	1	0	232.9	86.79	68.88	157967	156353.28	172130	170582.72	84.07	38.19	44.31	19.64	
2023/12/20	03:40:27	16999.5	17000.5	16997.5	16997.75	16990.25	16990.25	 	16977.19	16983.88	1	0	192.31	90.91	77.69	157547	156502.39	172550	170889.72	100	41.8	41.6	17.71	
2023/12/20	03:41:01	16997.75	17000.5	16997.75	16999.5	16990.25	16990.25	 	16977.56	16983.5	1	0	178.57	92.36	83.56	157976	156724.03	172979	171272.36	100	44.69	37.7	16.05	
2023/12/20	03:41:58	16999.5	17000	16996	16999.25	16990.88	16990.25	 	16978.06	16982	1	0	204.56	92.94	87.31	157558	156974.61	172561	171662.36	85.82	41.09	32.57	19.82	
2023/12/20	03:42:50	16999.25	16999.5	16996.5	16998.25	16991.5	16990.25	 	16978.56	16982	1	0	218.61	91.16	88.85	157163	157209.53	172166	171988.12	72.49	38.2	29.13	17.73	
2023/12/20	03:44:05	16998.5	16999.75	16997.25	16998.75	16994.25	16990.25	 	16980.38	16981.5	1	0	230.67	92.38	90.26	157655	157403.36	172658	172250.64	73.31	36.49	27.37	16.1	
2023/12/20	03:45:23	16998.75	17001.75	16997.5	17001.75	16996.63	16990.88	 	16981.38	16981.38	1	0	301.22	93.69	91.63	158115	157531.69	173118	172451.8	73.31	39.18	30.38	13.64	
2023/12/20	03:46:05	17001.75	17004.75	17001.25	17003.25	16999.63	16992.38	 	16982.75	16981.38	1	0	335.09	93.71	92.47	158594	157642.19	173597	172592	73.72	44.85	37.4	11.91	
2023/12/20	03:46:21	17003.25	17003.25	17000.75	17001.25	17000.25	16992.38	 	16985.75	16981.38	1	0	298.88	92.54	92.5	158230	157712.78	173233	172706.16	61.25	47.1	33.86	12.67	
2023/12/20	03:47:10	17001.25	17003.5	17000.5	17000.75	17000.38	16992.38	 	16986.31	16981.38	1	0	207.72	90.24	91.6	157838	157766.58	172841	172828.6	47.7	48.9	29.94	11.21	
2023/12/20	03:47:56	17000.5	17002.25	16999.5	17000.5	17000.38	16992.38	 	16986.31	16981.38	1	0	126.13	84.81	88.88	157411	157824.83	172414	172920.16	47.56	44.86	26.67	13.95	
2023/12/20	03:48:31	17000.5	17005	17000.5	17003.25	17000.5	16992.5	 	16986.31	16981.38	1	0	89.79	82.24	86.22	157843	157884.97	172846	172978.12	61.16	46.99	32.56	11.57	
2023/12/20	03:49:07	17003.5	17003.75	17000.5	17002.5	17000.75	16992.5	 	16986.31	16981.38	1	0	83.81	80.16	83.8	157344	157919.58	173345	173001.28	44.91	48.7	28.5	10.13	
2023/12/20	03:50:00	17002.5	17002.75	16999	16999	17001.13	16992.5	 	16987	16981	1	0	7.83	71	78.68	156936	157879.06	172937	172985.72	30.36	42.51	24.44	14.38	
2023/12/20	03:50:49	16999	17000	16995.75	16996.25	17000.38	16992.5	 	16987.13	16980.63	0	1	-93.57	55.29	69.32	156475	157782.72	172476	172928.56	14.48	39.8	20.61	24.12	
2023/12/20	03:51:12	16996	16999.5	16994.75	16999	16999.88	16992.5	 	16987.25	16980.75	0	1	-90.1	40.76	57.9	156890	157652.28	172061	172867.04	27.92	39.52	17.14	23.61	
2023/12/20	03:52:00	16999	16999.25	16995.25	16997.75	16999.88	16992.5	 	16987.25	16980.75	0	1	-66.92	28.21	46.02	156500	157489.64	172451	172800.6	27.94	39.29	14.73	20.29	
2023/12/20	03:53:00	16997.75	16999	16994.25	16994.75	16999.63	16992.5	 	16987.25	16980.75	0	1	-103.88	20.37	35.76	156093	157273.17	172044	172692.2	28.12	41.22	12.35	20.41	
2023/12/20	03:54:15	16994.5	16996.25	16992.5	16993.5	16998.75	16992.5	 	16986.75	16980.75	0	1	-158.92	20	29.46	155575	157028.97	171526	172539.2	13.4	45.55	10.77	23.78	
2023/12/20	03:55:18	16993.5	16995	16990.75	16991.5	16997.88	16992.5	 	16986	16980.75	0	1	-226.73	10.99	22.07	155148	156781.17	171099	172345.72	13.72	50.9	9.22	26.28	
2023/12/20	03:56:18	16991.5	16992	16987.25	16988.5	16995.5	16993.13	 	16986.5	16980.75	0	1	-289.54	6.33	15.78	154670	156531.97	170621	172108.76	13.41	57.33	7.78	33.69	
2023/12/20	03:56:43	16988.5	16991.25	16987.5	16988.25	16995	16993.75	 	16987	16980.75	0	1	-346.64	6.43	12.04	154287	156236.81	170238	171799.08	13.75	62.48	6.81	29.49	
2023/12/20	03:57:30	16988	16988.75	16985.5	16987	16992.75	16995.25	 	16987.31	16980.75	0	1	-364.22	6.5	9.82	153889	155894.42	169840	171453.28	-0	67.47	6.06	33.04	
2023/12/20	03:58:17	16987	16991.25	16986.75	16991	16992.5	16995.25	 	16987.31	16980.75	0	1	-300.11	12.42	10.86	154251	155549.47	170202	171110.96	12.18	60.7	13.5	28.07	
2023/12/20	03:59:09	16991	16994.5	16991	16994	16992.38	16995.25	 	16987.94	16981.38	1	0	-197.95	21.64	15.17	154670	155228.53	170621	170804.6	26.17	50.34	22.94	24.73	
2023/12/20	03:59:29	16993.75	16996.25	16992.25	16995.75	16992.25	16995.25	 	16989.88	16982.63	1	0	-78.82	33.55	22.52	155081	154955.39	171032	170572.28	41.42	45.25	25.76	21.38	
2023/12/20	04:00:15	16995.75	16997.25	16992.75	16995.25	16991.38	16995.25	 	16990.25	16982.88	1	0	-0.72	45.64	31.77	154674	154732.5	171439	170476.52	55.96	42.87	25.23	18.18	
2023/12/20	04:00:50	16995.25	16997	16994	16996	16991.38	16995.25	 	16990.25	16982.88	1	0	64.71	56.12	41.51	155070	154603.67	171835	170548.72	71.87	40.96	22.63	16.3	
2023/12/20	04:02:00	16996	17000.25	16996	16999.75	16992.88	16995.25	 	16990.56	16982.88	1	0	156.86	69.11	52.55	155536	154593.11	172301	170757.84	86.08	44.26	30.4	13.95	
2023/12/20	04:02:40	16999.75	17001	16996.75	16997.25	16993.25	16995.25	 	16990.88	16982.88	1	0	143.38	74.6	61.37	155097	154657.22	172740	171070.84	84.86	47.71	28.58	11.96	
2023/12/20	04:03:22	16997.5	17000.25	16996.5	16999.75	16993.25	16995.25	 	16992.25	16982.88	1	0	180.12	84.23	70.51	155524	154770.19	172313	171418.64	85.19	49.24	24.95	11.29	
2023/12/20	04:04:22	17000	17002.75	16998.75	16999	16994.75	16995.25	 	16993.75	16983.5	1	0	111.19	85.32	76.44	154980	154882.22	172857	171775.12	85.79	53.34	30.02	9.76	
2023/12/20	04:05:03	16999	17001.25	16997.25	16999.25	16996.88	16995.25	 	16996	16985	1	0	66.72	81.3	78.38	155410	155014.58	172427	172075.48	72.05	50.02	25.97	13.5	
2023/12/20	04:06:03	16999.25	17003	16999.25	16999.5	16997.63	16995.25	 	16996.31	16986.25	1	0	-18.89	82.22	79.92	155806	155145.64	172823	172312.76	71.95	50.16	28.61	11.78	
2023/12/20	04:07:03	16999.75	17002.25	16999	17001.5	16997.88	16995.25	 	16996.38	16988.13	1	0	-30.76	82.37	80.9	156192	155249.17	173209	172484.04	71.86	49.13	25.38	11.32	
2023/12/20	04:08:08	17001.5	17004	17000	17001.75	16999	16995.25	 	16996.38	16988.13	1	0	-44.19	84.81	82.46	156602	155371	173619	172656.32	71.34	51.04	27.92	9.76	
2023/12/20	04:08:50	17002	17004.75	17001	17003.75	17000.38	16995.25	 	16996.5	16988.25	1	0	-17.7	88.46	84.86	157007	155510.31	174024	172818.56	85.66	53.55	26.89	8.49	
