Date	Time	Open	High	Low	Close	CL	BL	LS	FS1	FS2	Chaikin	%K	%D	HOBV	signal	MFI	ADX	plus	minus	DMI	
2023/12/16	00:18:27	16851.35	16856	16851.35	16854.88	16850.13	16844.13	 	16827.81	16827.13	193.56	75.06	75.36	170550	170775.44	26.25	33.18	16.27	11.1	55.18	
2023/12/16	00:18:47	16853.11	16856.25	16852.5	16854.25	16850.25	16844.25	 	16829.3	16827.88	192.59	79.37	76.97	170957	170550	41.32	31.24	15.13	9.78	55.35	
2023/12/16	00:19:02	16853.68	16855.75	16848.25	16851.75	16850.25	16844.25	 	16829.7	16827.88	177.5	81.58	78.81	170611	170421	41.94	30.41	11.78	20.18	41.6	
2023/12/16	00:19:19	16852.72	16852.72	16846.5	16848.5	16850.25	16844.25	 	16830.28	16827.88	136.81	68.81	74.81	170233	170393.48	42.06	31.72	9.65	21.62	38.03	
2023/12/16	00:19:48	16850.61	16851.5	16846.5	16848.69	16850.25	16844.25	 	16830.75	16827.88	99.39	54.56	66.71	169887	170404.12	43.11	32.82	8.22	18.41	39.81	
2023/12/16	00:20:17	16849.65	16852.5	16847.25	16850.13	16850.25	16844.25	 	16831.4	16827.88	80.08	45.96	58.41	170328	170426.12	59.88	31	9.92	15.51	44.42	
2023/12/16	00:20:53	16849.89	16856.25	16849.89	16853	16850.25	16844.25	 	16832.26	16827.88	63.47	48.57	54.47	170730	170427.56	60.11	29.23	19.06	12.61	56.45	
2023/12/16	00:21:16	16851.44	16853.75	16849	16852	16851.38	16844.25	 	16833.11	16827.88	67.95	55.86	55.03	170337	170403.88	46.08	25.96	16.33	13.48	52.86	
2023/12/16	00:21:41	16851.72	16853.25	16848.25	16851.44	16851.38	16844.25	 	16833.97	16827.88	85.23	61.59	57.65	169932	170350.88	31.1	21.7	13.83	13.71	50.12	
2023/12/16	00:22:18	16851.58	16857.75	16849	16854	16852.13	16845	 	16833.56	16827.88	100.42	67.55	61.61	170366	170329.08	45.63	24.38	22.98	10.38	62.61	
2023/12/16	00:22:41	16852.79	16857.5	16852.25	16854.88	16852.13	16847.83	 	16833.25	16827.88	103.29	69.24	64.66	170804	170335.2	59.99	26.62	19.56	8.83	60.73	
2023/12/16	00:22:58	16853.83	16853.83	16846.75	16849.88	16852.13	16849.1	 	16834.19	16828.5	92.19	63.21	64.08	170449	170339.16	59.8	25.02	15.32	21.59	43.72	
2023/12/16	00:23:23	16851.85	16851.85	16847	16848.25	16852.13	16850.22	 	16834.69	16829	50.43	53.62	59.9	170072	170343.48	45.44	23.68	13.25	18.69	44.57	
2023/12/16	00:23:58	16850.05	16850.05	16844	16846.81	16850.88	16850.88	 	16835.31	16829.63	19.64	40.02	51.95	169665	170349.16	31.05	25.86	11.03	23.86	37.17	
2023/12/16	00:24:08	16848.43	16848.43	16841.5	16843.94	16849.63	16849.63	 	16836.69	16831	-20.51	23.06	40.39	169221	170289.88	30.5	29.7	8.97	26.15	32.82	
2023/12/16	00:24:24	16846.18	16846.18	16836.25	16839.5	16847	16847	 	16836.94	16831.25	-64.5	16.33	30.77	168825	170132.4	30.6	35.69	6.78	32.65	24.14	
2023/12/16	00:24:34	16842.84	16842.84	16835.5	16838.19	16846.63	16846.63	 	16837.44	16831.75	-102.32	15.17	24.53	168445	169906	15.67	40.97	5.58	28.66	26.92	
2023/12/16	00:24:50	16840.51	16845.75	16838.5	16841.94	16846.63	16846.63	 	16838.63	16832.25	-120.92	18.01	21.92	168824	169640.28	13.84	39.86	11.5	23.5	37.99	
2023/12/16	00:25:07	16841.23	16847.5	16841.23	16845.38	16846.5	16846.63	 	16841.03	16832.5	-106.09	25.21	23.24	169167	169365.32	26.48	36.14	13.99	19.93	44.06	
2023/12/16	00:25:31	16843.3	16852.75	16843.3	16849.5	16844.67	16846.63	 	16842.07	16832.5	-71.36	37.08	28.77	169563	169149.84	40.73	33.27	22.95	15.64	57.31	
2023/12/16	00:25:45	16846.4	16856.75	16846.4	16854.25	16846.13	16846.63	 	16843.21	16832.5	-6.49	55.13	39.32	170046	169062.36	56.76	33.87	26.41	12.19	64.23	
2023/12/16	00:25:57	16850.33	16857.5	16850.33	16854.81	16846.5	16846.63	 	16844.17	16832.5	45.59	69.59	51.43	170421	169134.08	71.81	34.87	23.94	10.3	63.64	
2023/12/16	00:26:14	16852.57	16856.75	16852	16854	16846.5	16846.63	 	16845.15	16832.5	61.88	79.28	62.57	170805	169334.96	86.14	35.7	21.31	9.17	62.14	
2023/12/16	00:26:39	16853.28	16858	16852.75	16855.31	16846.75	16846.75	 	16845.57	16832.5	65.93	85.57	71.77	171199	169637.04	100	37.41	21.63	8	63.63	
2023/12/16	00:27:01	16854.3	16859	16854.3	16857.25	16847.25	16847.25	 	16846.55	16832.63	79.94	87.71	78.15	171561	170005.36	100	39.65	21.58	7.04	64.54	
2023/12/16	00:27:20	16855.77	16859.75	16854.75	16857.38	16849.13	16847.63	 	16847.13	16832.75	86.55	88.58	82.32	171953	170401.12	100	42.12	20.71	6.1	64.6	
2023/12/16	00:27:41	16856.57	16859.75	16856.57	16858.38	16850.49	16847.63	 	16847.25	16832.88	93.85	91.34	85.93	172331	170794.24	100	44.17	18.8	5.54	63.26	
2023/12/16	00:28:05	16857.47	16861.25	16857.47	16858.75	16852.28	16848.38	 	16847.25	16832.88	64.74	91.82	88.28	172848	171189.84	100	47.23	21.23	4.9	66.33	
2023/12/16	00:28:20	16858.11	16862	16857.25	16859.69	16854.2	16848.75	 	16847.25	16832.88	46.57	91.5	89.57	173213	171584.72	100	50.37	20.42	4.17	66.25	
2023/12/16	00:28:41	16858.9	16863.5	16858.9	16862.13	16856.91	16849.5	 	16847.25	16832.88	67.4	92.76	90.85	173713	171985.76	100	54.05	22.22	3.55	68.67	
2023/12/16	00:28:55	16860.51	16865.25	16860.51	16863.5	16858.63	16850.38	 	16847.25	16832.88	96.74	92.58	91.54	174207	172400.68	100	58.06	24.49	3.01	71.49	
2023/12/16	00:29:06	16862.01	16866	16861.25	16863.44	16859.38	16850.75	 	16847.25	16832.88	102.77	92.45	91.91	174579	172829.12	100	61.76	23.13	2.54	70.59	
2023/12/16	00:29:18	16862.72	16863.25	16859.5	16862	16860.15	16850.75	 	16847.81	16832.88	120.8	90.52	91.35	174212	173230.4	87.74	58.46	20.01	8.18	61.83	
2023/12/16	00:29:39	16862.36	16866	16862.25	16864.31	16860.38	16850.75	 	16847.81	16832.88	131.13	89.34	90.55	174634	173607.96	87.92	58.47	26.89	7.03	69.86	
2023/12/16	00:30:00	16863.34	16867.75	16863.34	16866.31	16862.16	16851.63	 	16848.56	16833.63	152.83	88.54	89.74	175034	173952.28	87.43	59.73	28.9	5.92	72.98	
2023/12/16	00:30:12	16864.82	16867.75	16863	16865.75	16862.5	16851.63	 	16849.98	16833.63	166.05	87.91	89.01	175401	174254.2	74.88	59.67	24.02	6.12	67.9	
2023/12/16	00:30:28	16865.29	16865.29	16861.5	16863.63	16862.5	16851.63	 	16850.61	16833.63	172.03	86.35	87.95	175015	174483.64	60.11	54.97	20.33	10.6	59.73	
2023/12/16	00:30:45	16864.46	16866.25	16861.75	16864	16863.32	16851.63	 	16851.17	16833.63	165.79	81.64	85.43	175447	174707.92	59.21	52.41	20.5	8.87	61.63	
2023/12/16	00:31:08	16864.23	16865.75	16861.5	16864.38	16863.63	16851.63	 	16850.88	16833.63	177.35	76.84	81.99	175035	174891.4	45.01	49.44	17.3	8.4	58.9	
2023/12/16	00:31:29	16864.3	16865.75	16860	16863.63	16863.63	16851.63	 	16849.63	16833.63	190.32	70.78	77.51	174658	175007	44.85	42.38	13.8	11.98	51.82	
2023/12/16	00:31:45	16863.96	16863.96	16856.75	16860.06	16862.25	16851.63	 	16847	16833.63	182.01	61.06	70.93	174295	175030.6	30.4	40.34	10.58	19.7	40.88	
2023/12/16	00:32:02	16862.01	16862.01	16854	16855.88	16860.88	16851.63	 	16846.63	16833.63	130.93	44.69	60.43	173885	174991.56	15.73	41.67	8.07	23.17	34.9	
2023/12/16	00:32:10	16858.94	16860.25	16854	16857.19	16860.88	16853.13	 	16846.63	16833.63	96.6	31.05	48.68	173488	174824.76	15.56	42.78	6.6	18.96	37.65	
2023/12/16	00:32:27	16858.07	16861.25	16856.75	16858.75	16860.88	16854.49	 	16846.56	16835	65.03	25.12	39.26	173873	174595.44	29.43	40.73	8.72	16.38	42.34	
2023/12/16	00:32:54	16858.41	16863.5	16856.5	16860.25	16860.13	16855.53	 	16845.65	16836.47	48.11	29.2	35.24	174228	174363.96	27.42	34.19	13.46	13.07	50.38	
2023/12/16	00:33:20	16859.33	16865	16859.33	16863.5	16860.13	16857.08	 	16846.38	16837.28	65.94	43.07	38.37	174609	174189.28	42.02	31.42	15.59	10.93	54.66	
2023/12/16	00:33:46	16861.41	16864.75	16860	16863.06	16859.88	16859.04	 	16846.56	16838.44	89.22	53.75	44.52	174962	174102.88	42.4	29.12	13.38	9.38	54	
2023/12/16	00:34:11	16862.24	16865	16862.24	16863.75	16859.88	16859.88	 	16846.56	16839.38	102.64	62.84	51.85	175307	174167.6	55.83	27.71	12.99	8.53	54.46	
2023/12/16	00:34:38	16862.99	16864.25	16857.5	16861.56	16859.5	16860.25	 	16846.75	16840.8	115.39	65.23	57.2	174983	174323.2	57.72	28.95	10.28	21.41	38.87	
2023/12/16	00:34:57	16862.28	16862.28	16855	16858.31	16859.5	16860.88	 	16847.25	16843.01	110.05	57.36	57.26	174581	174510.12	57.6	32.43	8.09	24.16	33.93	
2023/12/16	00:35:11	16860.3	16860.3	16852.25	16855.38	16858.63	16860	 	16848.38	16845.1	87.43	46.05	52.78	174217	174668.8	42.83	37.25	6.31	26.36	29.95	
2023/12/16	00:35:35	16857.84	16857.84	16852	16853.88	16858.5	16859.88	 	16849.06	16846	47.37	31.4	44.22	173837	174739.4	28.49	41.43	5.3	22.82	32.48	
2023/12/16	00:35:59	16855.86	16859.75	16853	16856	16858.5	16859.88	 	16850.33	16846.75	15.25	24.77	36.44	174228	174694.08	28.76	39.94	9.51	18.65	40.85	
2023/12/16	00:36:17	16855.93	16858.25	16854	16856.38	16858.5	16859.88	 	16851.48	16847.13	3.32	24.54	31.68	173883	174560.36	28.85	38.69	8.35	16.39	41.96	
2023/12/16	00:36:50	16856.15	16858.5	16852.5	16855.5	16858.5	16859.88	 	16853.21	16847.88	-3.49	25.7	29.29	173486	174368.72	15.02	39.59	6.93	17.86	39.07	
2023/12/16	00:37:26	16855.83	16861.5	16854.5	16858.31	16858.5	16859.88	 	16854.5	16848.75	-1.18	34.48	31.37	173883	174179.4	29.45	33.33	13.85	14.42	49.43	
2023/12/16	00:37:54	16857.07	16863.25	16857.07	16861.06	16858.13	16859.88	 	16855.06	16849.13	17.42	44.71	36.7	174237	174051.08	43.46	30.32	16.3	11.98	54.32	
2023/12/16	00:38:19	16859.07	16862	16856	16858.81	16857.63	16859.88	 	16855.45	16849.13	22.66	49.4	41.78	173842	173950.48	42.95	25.69	13.61	12.94	50.67	
2023/12/16	00:38:42	16858.94	16861	16854.75	16858.13	16857.63	16859.88	 	16855.56	16849.13	29.78	54.45	46.85	173432	173875.84	42.47	23.28	11.29	14.15	47.14	
2023/12/16	00:39:07	16858.53	16862	16858	16860.13	16857.63	16859.88	 	16856.89	16850	36.28	57.93	51.28	173835	173858.96	42.73	19.64	12.88	12.51	50.37	
2023/12/16	00:39:49	16859.33	16865	16859.25	16862.13	16858.75	16859.88	 	16857.06	16850	37.88	59.98	54.76	174202	173868.2	55.86	21.4	19.43	10.42	59.01	
2023/12/16	00:40:13	16860.73	16866.5	16860.73	16863.94	16859.5	16859.25	 	16857.06	16851.63	44.58	67.87	60.01	174625	173876.96	70.72	24.59	20.52	8.68	61.85	
2023/12/16	00:40:34	16862.33	16866	16862.25	16863.31	16859.5	16859.25	 	16857.47	16851.63	13.97	75.45	66.18	175066	173950.12	71.18	27.26	18.16	7.68	60.48	
2023/12/16	00:41:03	16862.82	16864	16860.75	16862.19	16860.5	16859.25	 	16857.63	16851.63	-11.19	77.1	70.55	174682	174091.32	57.89	25.34	16.21	11.8	54.41	
2023/12/16	00:41:35	16862.5	16865.5	16858.75	16862.94	16860.63	16859.25	 	16857.63	16851.63	-9.7	76.51	72.93	174312	174237.64	71.63	22.74	12.8	15.56	47.24	
2023/12/16	00:42:01	16862.72	16865.75	16858.5	16862.13	16860.63	16859.25	 	16856.94	16851.63	-8.34	73.15	73.02	173917	174359.8	72.01	20.57	10.06	12.23	47.83	
2023/12/16	00:42:25	16862.42	16862.42	16857.25	16858.81	16860.63	16859.25	 	16856.25	16851.63	-30.41	65.02	69.82	173564	174424	58.58	21.25	8.51	14.08	44.43	
2023/12/16	00:42:58	16860.62	16860.62	16855.75	16858.31	16861.13	16859.25	 	16857	16851.63	-37.73	57.85	65.03	173195	174364.4	45.12	24.24	7.24	16.57	40.68	
2023/12/16	00:43:32	16859.47	16860.25	16852	16856	16859.25	16859.25	 	16857.68	16851.63	-41.59	45.58	57.25	172822	174180.4	30.21	30.43	5.56	23.27	32.29	
2023/12/16	00:43:55	16857.73	16857.73	16850.5	16853.56	16858.5	16858.5	 	16857.83	16851.63	-50.97	32.8	47.47	172448	173902.76	14.14	36.56	4.47	22.77	31.7	
2023/12/16	00:44:08	16855.65	16855.65	16849.25	16852.56	16857.63	16857.88	 	16858.6	16851.63	-51.05	26.21	38.97	172061	173562.28	14.12	42.37	3.7	22.22	31.48	
2023/12/16	00:44:23	16854.11	16854.11	16846.75	16849.19	16856.25	16856.63	 	16859.46	16851.63	-70.46	18.98	30.97	171666	173188.32	0	48.35	2.99	24.48	28.51	
2023/12/16	00:44:33	16851.65	16851.65	16847	16848.69	16856.25	16856.63	 	16859.88	16851.63	-97.44	14.78	24.49	171225	172810.4	0	53.33	2.61	21.37	31.24	
2023/12/16	00:44:58	16850.17	16850.17	16847	16848.25	16856.25	16856.63	 	16859.88	16851.63	-120.28	12.01	19.5	170847	172427.88	0	57.48	2.36	19.35	33.01	
2023/12/16	00:45:23	16849.21	16851.5	16848.25	16849.94	16854.59	16856.63	 	16860.19	16851.63	-123.97	11.47	16.29	171208	172070.32	13.32	55.6	6.38	17.34	39.04	
2023/12/16	00:45:49	16849.57	16855	16849.5	16851.19	16853.68	16856.63	 	16859.31	16851.63	-144.57	14.09	15.41	171603	171768.68	27.68	47.44	16.36	14.32	52.04	
2023/12/16	00:46:04	16850.38	16850.38	16845.25	16848	16852.75	16855.88	 	16859.19	16851.63	-143.51	14.98	15.24	171230	171525.52	27.69	44.56	13.35	24.87	38.48	
2023/12/16	00:46:19	16849.19	16850.25	16846.5	16848.06	16851.49	16855.88	 	16859.19	16851.63	-146.16	16.48	15.74	170826	171345.2	42.23	42.16	11.71	21.82	39.89	
2023/12/16	00:46:50	16848.63	16850	16845.25	16847.19	16850.45	16855.88	 	16859.19	16851.63	-151.77	14.78	15.36	170427	171227.08	42.17	41.64	9.87	22.53	37.35	
2023/12/16	00:47:18	16847.91	16847.91	16844	16845.81	16849.5	16855.25	 	16859.19	16851.63	-150.91	11.65	13.87	170056	171112.48	43.27	42.56	8.55	23.8	34.75	
2023/12/16	00:47:43	16846.86	16851.25	16846	16847.81	16849.5	16855.25	 	16859.19	16851.63	-161.09	13.64	13.78	170425	170969.08	57.23	36	18.24	19.44	48.8	
2023/12/16	00:48:05	16847.34	16850.75	16845	16848.63	16849.5	16855.25	 	16859	16851.63	-141.23	16.98	15.06	170044	170795.68	43.39	32.09	14.8	19.05	45.75	
2023/12/16	00:48:42	16847.98	16852.25	16847.25	16850.06	16849.5	16855.25	 	16858.75	16851.63	-114.39	25.09	19.07	170426	170622.24	43.12	27.43	17.3	15.92	51.38	
2023/12/16	00:49:14	16849.02	16853.75	16847.25	16850.94	16849.5	16855.25	 	16858.75	16851.63	-85.02	36.8	26.16	170787	170480	56.85	25.97	18.48	12.67	55.8	
2023/12/16	00:49:46	16849.98	16856.75	16849.98	16854.63	16850.38	16855.25	 	16858.75	16851.63	-38.98	51.95	36.48	171190	170429.2	56.83	28.35	23.73	10.1	63.63	
2023/12/16	00:50:02	16852.3	16860	16852.3	16858.06	16852	16855.25	 	16859.31	16851.63	21.04	69.62	49.74	171580	170471.72	71.7	32.9	27.74	7.91	69.84	
2023/12/16	00:50:13	16855.18	16861.5	16855.18	16860.25	16852.75	16855.25	 	16859.38	16851.63	94.41	82.69	62.92	171989	170639.48	85.87	37.62	27.04	6.51	70.52	
2023/12/16	00:50:30	16857.72	16863	16857.72	16861.88	16853.5	16855	 	16859.38	16851.63	167.15	90.13	73.8	172378	170901.32	85.97	42.38	27.24	5.53	71.71	
2023/12/16	00:50:53	16859.8	16865.75	16859.8	16863.69	16855.38	16854.88	 	16859.88	16851.63	217.58	91.41	80.85	172755	171227.48	100	47.61	30.44	4.6	75.84	
2023/12/16	00:51:15	16861.74	16868.75	16861.74	16866.31	16856.88	16856.38	 	16859.94	16851.63	254.46	91.72	85.2	173168	171587.4	100	52.95	32.82	3.71	79.11	
2023/12/16	00:51:27	16864.03	16867	16863.25	16865.81	16858	16856.38	 	16859.94	16851.63	288.01	90.51	87.32	173613	171982.44	84.25	57.41	29.21	3.31	75.9	
